+------+----------+-----------------+---------+----------------+----+---------+---------+-------------+-------+----+------------+------------+-----------------+-----------------------------+----------+---------+---------------------------+
|dateID|date      |month_weekday_int|day_str  |week_weekday_int|week|month_int|month_str|month_firstOf|quarter|year|year_day_int|is_leap_year|date_str_abr     |date_str_full                |unix_ts   |isHoliday|holiday                    |
|285   |2021-10-12|12               |Tuesday  |3               |41  |10       |October  |2021-10-01   |4      |2021|285         |0           |Tue 12th Oct 2021|Tuesday 12th October 2021    |1634018400|0        |NULL                       |
|286   |2021-10-13|13               |Wednesday|4               |41  |10       |October  |2021-10-01   |4      |2021|286         |0           |Wed 13th Oct 2021|Wednesday 13th October 2021  |1634104800|0        |NULL                       |
|287   |2021-10-14|14               |Thursday |5               |41  |10       |October  |2021-10-01   |4      |2021|287         |0           |Thu 14th Oct 2021|Thursday 14th October 2021   |1634191200|0        |NULL                       |
|288   |2021-10-15|15               |Friday   |6               |41  |10       |October  |2021-10-01   |4      |2021|288         |0           |Fri 15th Oct 2021|Friday 15th October 2021     |1634277600|0        |NULL                       |
|289   |2021-10-16|16               |Saturday |7               |41  |10       |October  |2021-10-01   |4      |2021|289         |0           |Sat 16th Oct 2021|Saturday 16th October 2021   |1634364000|0        |NULL                       |
|290   |2021-10-17|17               |Sunday   |1               |42  |10       |October  |2021-10-01   |4      |2021|290         |0           |Sun 17th Oct 2021|Sunday 17th October 2021     |1634450400|0        |NULL                       |
|291   |2021-10-18|18               |Monday   |2               |42  |10       |October  |2021-10-01   |4      |2021|291         |0           |Mon 18th Oct 2021|Monday 18th October 2021     |1634536800|0        |NULL                       |
|292   |2021-10-19|19               |Tuesday  |3               |42  |10       |October  |2021-10-01   |4      |2021|292         |0           |Tue 19th Oct 2021|Tuesday 19th October 2021    |1634623200|0        |NULL                       |
|293   |2021-10-20|20               |Wednesday|4               |42  |10       |October  |2021-10-01   |4      |2021|293         |0           |Wed 20th Oct 2021|Wednesday 20th October 2021  |1634709600|0        |NULL                       |
|294   |2021-10-21|21               |Thursday |5               |42  |10       |October  |2021-10-01   |4      |2021|294         |0           |Thu 21st Oct 2021|Thursday 21st October 2021   |1634796000|0        |NULL                       |
|295   |2021-10-22|22               |Friday   |6               |42  |10       |October  |2021-10-01   |4      |2021|295         |0           |Fri 22nd Oct 2021|Friday 22nd October 2021     |1634882400|0        |NULL                       |
|296   |2021-10-23|23               |Saturday |7               |42  |10       |October  |2021-10-01   |4      |2021|296         |0           |Sat 23rd Oct 2021|Saturday 23rd October 2021   |1634968800|0        |NULL                       |
|297   |2021-10-24|24               |Sunday   |1               |43  |10       |October  |2021-10-01   |4      |2021|297         |0           |Sun 24th Oct 2021|Sunday 24th October 2021     |1635055200|0        |NULL                       |
|298   |2021-10-25|25               |Monday   |2               |43  |10       |October  |2021-10-01   |4      |2021|298         |0           |Mon 25th Oct 2021|Monday 25th October 2021     |1635141600|0        |NULL                       |
|299   |2021-10-26|26               |Tuesday  |3               |43  |10       |October  |2021-10-01   |4      |2021|299         |0           |Tue 26th Oct 2021|Tuesday 26th October 2021    |1635228000|0        |NULL                       |
|300   |2021-10-27|27               |Wednesday|4               |43  |10       |October  |2021-10-01   |4      |2021|300         |0           |Wed 27th Oct 2021|Wednesday 27th October 2021  |1635314400|0        |NULL                       |
|301   |2021-10-28|28               |Thursday |5               |43  |10       |October  |2021-10-01   |4      |2021|301         |0           |Thu 28th Oct 2021|Thursday 28th October 2021   |1635400800|0        |NULL                       |
|302   |2021-10-29|29               |Friday   |6               |43  |10       |October  |2021-10-01   |4      |2021|302         |0           |Fri 29th Oct 2021|Friday 29th October 2021     |1635487200|0        |NULL                       |
|303   |2021-10-30|30               |Saturday |7               |43  |10       |October  |2021-10-01   |4      |2021|303         |0           |Sat 30th Oct 2021|Saturday 30th October 2021   |1635573600|0        |NULL                       |
|304   |2021-10-31|31               |Sunday   |1               |44  |10       |October  |2021-10-01   |4      |2021|304         |0           |Sun 31st Oct 2021|Sunday 31st October 2021     |1635660000|0        |NULL                       |
|305   |2021-11-01|1                |Monday   |2               |44  |11       |November |2021-11-01   |4      |2021|305         |0           |Mon 1st Nov 2021 |Monday 1st November 2021     |1635746400|0        |NULL                       |
|306   |2021-11-02|2                |Tuesday  |3               |44  |11       |November |2021-11-01   |4      |2021|306         |0           |Tue 2nd Nov 2021 |Tuesday 2nd November 2021    |1635832800|0        |NULL                       |
|307   |2021-11-03|3                |Wednesday|4               |44  |11       |November |2021-11-01   |4      |2021|307         |0           |Wed 3rd Nov 2021 |Wednesday 3rd November 2021  |1635919200|0        |NULL                       |
|308   |2021-11-04|4                |Thursday |5               |44  |11       |November |2021-11-01   |4      |2021|308         |0           |Thu 4th Nov 2021 |Thursday 4th November 2021   |1636005600|0        |NULL                       |
|309   |2021-11-05|5                |Friday   |6               |44  |11       |November |2021-11-01   |4      |2021|309         |0           |Fri 5th Nov 2021 |Friday 5th November 2021     |1636092000|0        |NULL                       |
|310   |2021-11-06|6                |Saturday |7               |44  |11       |November |2021-11-01   |4      |2021|310         |0           |Sat 6th Nov 2021 |Saturday 6th November 2021   |1636178400|0        |NULL                       |
|311   |2021-11-07|7                |Sunday   |1               |45  |11       |November |2021-11-01   |4      |2021|311         |0           |Sun 7th Nov 2021 |Sunday 7th November 2021     |1636264800|0        |NULL                       |
|312   |2021-11-08|8                |Monday   |2               |45  |11       |November |2021-11-01   |4      |2021|312         |0           |Mon 8th Nov 2021 |Monday 8th November 2021     |1636354800|0        |NULL                       |
|313   |2021-11-09|9                |Tuesday  |3               |45  |11       |November |2021-11-01   |4      |2021|313         |0           |Tue 9th Nov 2021 |Tuesday 9th November 2021    |1636441200|0        |NULL                       |
|314   |2021-11-10|10               |Wednesday|4               |45  |11       |November |2021-11-01   |4      |2021|314         |0           |Wed 10th Nov 2021|Wednesday 10th November 2021 |1636527600|0        |NULL                       |
|315   |2021-11-11|11               |Thursday |5               |45  |11       |November |2021-11-01   |4      |2021|315         |0           |Thu 11th Nov 2021|Thursday 11th November 2021  |1636614000|1        |Veteran's Day              |
|316   |2021-11-12|12               |Friday   |6               |45  |11       |November |2021-11-01   |4      |2021|316         |0           |Fri 12th Nov 2021|Friday 12th November 2021    |1636700400|0        |NULL                       |
|317   |2021-11-13|13               |Saturday |7               |45  |11       |November |2021-11-01   |4      |2021|317         |0           |Sat 13th Nov 2021|Saturday 13th November 2021  |1636786800|0        |NULL                       |
|318   |2021-11-14|14               |Sunday   |1               |46  |11       |November |2021-11-01   |4      |2021|318         |0           |Sun 14th Nov 2021|Sunday 14th November 2021    |1636873200|0        |NULL                       |
|319   |2021-11-15|15               |Monday   |2               |46  |11       |November |2021-11-01   |4      |2021|319         |0           |Mon 15th Nov 2021|Monday 15th November 2021    |1636959600|0        |NULL                       |
|320   |2021-11-16|16               |Tuesday  |3               |46  |11       |November |2021-11-01   |4      |2021|320         |0           |Tue 16th Nov 2021|Tuesday 16th November 2021   |1637046000|0        |NULL                       |
|321   |2021-11-17|17               |Wednesday|4               |46  |11       |November |2021-11-01   |4      |2021|321         |0           |Wed 17th Nov 2021|Wednesday 17th November 2021 |1637132400|0        |NULL                       |
|322   |2021-11-18|18               |Thursday |5               |46  |11       |November |2021-11-01   |4      |2021|322         |0           |Thu 18th Nov 2021|Thursday 18th November 2021  |1637218800|0        |NULL                       |
|323   |2021-11-19|19               |Friday   |6               |46  |11       |November |2021-11-01   |4      |2021|323         |0           |Fri 19th Nov 2021|Friday 19th November 2021    |1637305200|0        |NULL                       |
|324   |2021-11-20|20               |Saturday |7               |46  |11       |November |2021-11-01   |4      |2021|324         |0           |Sat 20th Nov 2021|Saturday 20th November 2021  |1637391600|0        |NULL                       |
|325   |2021-11-21|21               |Sunday   |1               |47  |11       |November |2021-11-01   |4      |2021|325         |0           |Sun 21st Nov 2021|Sunday 21st November 2021    |1637478000|0        |NULL                       |
|326   |2021-11-22|22               |Monday   |2               |47  |11       |November |2021-11-01   |4      |2021|326         |0           |Mon 22nd Nov 2021|Monday 22nd November 2021    |1637564400|0        |NULL                       |
|327   |2021-11-23|23               |Tuesday  |3               |47  |11       |November |2021-11-01   |4      |2021|327         |0           |Tue 23rd Nov 2021|Tuesday 23rd November 2021   |1637650800|0        |NULL                       |
|328   |2021-11-24|24               |Wednesday|4               |47  |11       |November |2021-11-01   |4      |2021|328         |0           |Wed 24th Nov 2021|Wednesday 24th November 2021 |1637737200|1        |Thanksgiving Day           |
|329   |2021-11-25|25               |Thursday |5               |47  |11       |November |2021-11-01   |4      |2021|329         |0           |Thu 25th Nov 2021|Thursday 25th November 2021  |1637823600|1        |Black Friday               |
|330   |2021-11-26|26               |Friday   |6               |47  |11       |November |2021-11-01   |4      |2021|330         |0           |Fri 26th Nov 2021|Friday 26th November 2021    |1637910000|0        |NULL                       |
|331   |2021-11-27|27               |Saturday |7               |47  |11       |November |2021-11-01   |4      |2021|331         |0           |Sat 27th Nov 2021|Saturday 27th November 2021  |1637996400|0        |NULL                       |
|332   |2021-11-28|28               |Sunday   |1               |48  |11       |November |2021-11-01   |4      |2021|332         |0           |Sun 28th Nov 2021|Sunday 28th November 2021    |1638082800|0        |NULL                       |
|333   |2021-11-29|29               |Monday   |2               |48  |11       |November |2021-11-01   |4      |2021|333         |0           |Mon 29th Nov 2021|Monday 29th November 2021    |1638169200|0        |NULL                       |
|334   |2021-11-30|30               |Tuesday  |3               |48  |11       |November |2021-11-01   |4      |2021|334         |0           |Tue 30th Nov 2021|Tuesday 30th November 2021   |1638255600|0        |NULL                       |
|335   |2021-12-01|1                |Wednesday|4               |48  |12       |December |2021-12-01   |4      |2021|335         |0           |Wed 1st Dec 2021 |Wednesday 1st December 2021  |1638342000|0        |NULL                       |
|336   |2021-12-02|2                |Thursday |5               |48  |12       |December |2021-12-01   |4      |2021|336         |0           |Thu 2nd Dec 2021 |Thursday 2nd December 2021   |1638428400|0        |NULL                       |
|337   |2021-12-03|3                |Friday   |6               |48  |12       |December |2021-12-01   |4      |2021|337         |0           |Fri 3rd Dec 2021 |Friday 3rd December 2021     |1638514800|0        |NULL                       |
|338   |2021-12-04|4                |Saturday |7               |48  |12       |December |2021-12-01   |4      |2021|338         |0           |Sat 4th Dec 2021 |Saturday 4th December 2021   |1638601200|0        |NULL                       |
|339   |2021-12-05|5                |Sunday   |1               |49  |12       |December |2021-12-01   |4      |2021|339         |0           |Sun 5th Dec 2021 |Sunday 5th December 2021     |1638687600|0        |NULL                       |
|340   |2021-12-06|6                |Monday   |2               |49  |12       |December |2021-12-01   |4      |2021|340         |0           |Mon 6th Dec 2021 |Monday 6th December 2021     |1638774000|0        |NULL                       |
|341   |2021-12-07|7                |Tuesday  |3               |49  |12       |December |2021-12-01   |4      |2021|341         |0           |Tue 7th Dec 2021 |Tuesday 7th December 2021    |1638860400|0        |NULL                       |
|342   |2021-12-08|8                |Wednesday|4               |49  |12       |December |2021-12-01   |4      |2021|342         |0           |Wed 8th Dec 2021 |Wednesday 8th December 2021  |1638946800|0        |NULL                       |
|343   |2021-12-09|9                |Thursday |5               |49  |12       |December |2021-12-01   |4      |2021|343         |0           |Thu 9th Dec 2021 |Thursday 9th December 2021   |1639033200|0        |NULL                       |
|344   |2021-12-10|10               |Friday   |6               |49  |12       |December |2021-12-01   |4      |2021|344         |0           |Fri 10th Dec 2021|Friday 10th December 2021    |1639119600|0        |NULL                       |
|345   |2021-12-11|11               |Saturday |7               |49  |12       |December |2021-12-01   |4      |2021|345         |0           |Sat 11th Dec 2021|Saturday 11th December 2021  |1639206000|0        |NULL                       |
|346   |2021-12-12|12               |Sunday   |1               |50  |12       |December |2021-12-01   |4      |2021|346         |0           |Sun 12th Dec 2021|Sunday 12th December 2021    |1639292400|0        |NULL                       |
|347   |2021-12-13|13               |Monday   |2               |50  |12       |December |2021-12-01   |4      |2021|347         |0           |Mon 13th Dec 2021|Monday 13th December 2021    |1639378800|0        |NULL                       |
|348   |2021-12-14|14               |Tuesday  |3               |50  |12       |December |2021-12-01   |4      |2021|348         |0           |Tue 14th Dec 2021|Tuesday 14th December 2021   |1639465200|0        |NULL                       |
|349   |2021-12-15|15               |Wednesday|4               |50  |12       |December |2021-12-01   |4      |2021|349         |0           |Wed 15th Dec 2021|Wednesday 15th December 2021 |1639551600|0        |NULL                       |
|350   |2021-12-16|16               |Thursday |5               |50  |12       |December |2021-12-01   |4      |2021|350         |0           |Thu 16th Dec 2021|Thursday 16th December 2021  |1639638000|0        |NULL                       |
|351   |2021-12-17|17               |Friday   |6               |50  |12       |December |2021-12-01   |4      |2021|351         |0           |Fri 17th Dec 2021|Friday 17th December 2021    |1639724400|0        |NULL                       |
|352   |2021-12-18|18               |Saturday |7               |50  |12       |December |2021-12-01   |4      |2021|352         |0           |Sat 18th Dec 2021|Saturday 18th December 2021  |1639810800|0        |NULL                       |
|353   |2021-12-19|19               |Sunday   |1               |51  |12       |December |2021-12-01   |4      |2021|353         |0           |Sun 19th Dec 2021|Sunday 19th December 2021    |1639897200|0        |NULL                       |
|354   |2021-12-20|20               |Monday   |2               |51  |12       |December |2021-12-01   |4      |2021|354         |0           |Mon 20th Dec 2021|Monday 20th December 2021    |1639983600|0        |NULL                       |
|355   |2021-12-21|21               |Tuesday  |3               |51  |12       |December |2021-12-01   |4      |2021|355         |0           |Tue 21st Dec 2021|Tuesday 21st December 2021   |1640070000|0        |NULL                       |
|356   |2021-12-22|22               |Wednesday|4               |51  |12       |December |2021-12-01   |4      |2021|356         |0           |Wed 22nd Dec 2021|Wednesday 22nd December 2021 |1640156400|0        |NULL                       |
|357   |2021-12-23|23               |Thursday |5               |51  |12       |December |2021-12-01   |4      |2021|357         |0           |Thu 23rd Dec 2021|Thursday 23rd December 2021  |1640242800|0        |NULL                       |
|358   |2021-12-24|24               |Friday   |6               |51  |12       |December |2021-12-01   |4      |2021|358         |0           |Fri 24th Dec 2021|Friday 24th December 2021    |1640329200|1        |Christmas Eve Day          |
|359   |2021-12-25|25               |Saturday |7               |51  |12       |December |2021-12-01   |4      |2021|359         |0           |Sat 25th Dec 2021|Saturday 25th December 2021  |1640415600|1        |Christmas Day              |
|360   |2021-12-26|26               |Sunday   |1               |52  |12       |December |2021-12-01   |4      |2021|360         |0           |Sun 26th Dec 2021|Sunday 26th December 2021    |1640502000|0        |NULL                       |
|361   |2021-12-27|27               |Monday   |2               |52  |12       |December |2021-12-01   |4      |2021|361         |0           |Mon 27th Dec 2021|Monday 27th December 2021    |1640588400|0        |NULL                       |
|362   |2021-12-28|28               |Tuesday  |3               |52  |12       |December |2021-12-01   |4      |2021|362         |0           |Tue 28th Dec 2021|Tuesday 28th December 2021   |1640674800|0        |NULL                       |
|363   |2021-12-29|29               |Wednesday|4               |52  |12       |December |2021-12-01   |4      |2021|363         |0           |Wed 29th Dec 2021|Wednesday 29th December 2021 |1640761200|0        |NULL                       |
|364   |2021-12-30|30               |Thursday |5               |52  |12       |December |2021-12-01   |4      |2021|364         |0           |Thu 30th Dec 2021|Thursday 30th December 2021  |1640847600|0        |NULL                       |
|365   |2021-12-31|31               |Friday   |6               |52  |12       |December |2021-12-01   |4      |2021|365         |0           |Fri 31st Dec 2021|Friday 31st December 2021    |1640934000|1        |New Year's Eve Day         |
|366   |2022-01-01|1                |Saturday |7               |0   |1        |January  |2022-01-01   |1      |2022|1           |0           |Sat 1st Jan 2022 |Saturday 1st January 2022    |1641020400|1        |New Year's Day             |
|367   |2022-01-02|2                |Sunday   |1               |1   |1        |January  |2022-01-01   |1      |2022|2           |0           |Sun 2nd Jan 2022 |Sunday 2nd January 2022      |1641106800|0        |NULL                       |
|368   |2022-01-03|3                |Monday   |2               |1   |1        |January  |2022-01-01   |1      |2022|3           |0           |Mon 3rd Jan 2022 |Monday 3rd January 2022      |1641193200|1        |Martin Luther King, Jr. Day|
|369   |2022-01-04|4                |Tuesday  |3               |1   |1        |January  |2022-01-01   |1      |2022|4           |0           |Tue 4th Jan 2022 |Tuesday 4th January 2022     |1641279600|0        |NULL                       |
|370   |2022-01-05|5                |Wednesday|4               |1   |1        |January  |2022-01-01   |1      |2022|5           |0           |Wed 5th Jan 2022 |Wednesday 5th January 2022   |1641366000|0        |NULL                       |
|371   |2022-01-06|6                |Thursday |5               |1   |1        |January  |2022-01-01   |1      |2022|6           |0           |Thu 6th Jan 2022 |Thursday 6th January 2022    |1641452400|0        |NULL                       |
|372   |2022-01-07|7                |Friday   |6               |1   |1        |January  |2022-01-01   |1      |2022|7           |0           |Fri 7th Jan 2022 |Friday 7th January 2022      |1641538800|0        |NULL                       |
|373   |2022-01-08|8                |Saturday |7               |1   |1        |January  |2022-01-01   |1      |2022|8           |0           |Sat 8th Jan 2022 |Saturday 8th January 2022    |1641625200|0        |NULL                       |
|374   |2022-01-09|9                |Sunday   |1               |2   |1        |January  |2022-01-01   |1      |2022|9           |0           |Sun 9th Jan 2022 |Sunday 9th January 2022      |1641711600|0        |NULL                       |
|375   |2022-01-10|10               |Monday   |2               |2   |1        |January  |2022-01-01   |1      |2022|10          |0           |Mon 10th Jan 2022|Monday 10th January 2022     |1641798000|0        |NULL                       |
|376   |2022-01-11|11               |Tuesday  |3               |2   |1        |January  |2022-01-01   |1      |2022|11          |0           |Tue 11th Jan 2022|Tuesday 11th January 2022    |1641884400|0        |NULL                       |
|377   |2022-01-12|12               |Wednesday|4               |2   |1        |January  |2022-01-01   |1      |2022|12          |0           |Wed 12th Jan 2022|Wednesday 12th January 2022  |1641970800|0        |NULL                       |
|378   |2022-01-13|13               |Thursday |5               |2   |1        |January  |2022-01-01   |1      |2022|13          |0           |Thu 13th Jan 2022|Thursday 13th January 2022   |1642057200|0        |NULL                       |
|379   |2022-01-14|14               |Friday   |6               |2   |1        |January  |2022-01-01   |1      |2022|14          |0           |Fri 14th Jan 2022|Friday 14th January 2022     |1642143600|0        |NULL                       |
|380   |2022-01-15|15               |Saturday |7               |2   |1        |January  |2022-01-01   |1      |2022|15          |0           |Sat 15th Jan 2022|Saturday 15th January 2022   |1642230000|0        |NULL                       |
|381   |2022-01-16|16               |Sunday   |1               |3   |1        |January  |2022-01-01   |1      |2022|16          |0           |Sun 16th Jan 2022|Sunday 16th January 2022     |1642316400|0        |NULL                       |
|382   |2022-01-17|17               |Monday   |2               |3   |1        |January  |2022-01-01   |1      |2022|17          |0           |Mon 17th Jan 2022|Monday 17th January 2022     |1642402800|0        |NULL                       |
|383   |2022-01-18|18               |Tuesday  |3               |3   |1        |January  |2022-01-01   |1      |2022|18          |0           |Tue 18th Jan 2022|Tuesday 18th January 2022    |1642489200|0        |NULL                       |
|384   |2022-01-19|19               |Wednesday|4               |3   |1        |January  |2022-01-01   |1      |2022|19          |0           |Wed 19th Jan 2022|Wednesday 19th January 2022  |1642575600|0        |NULL                       |
|385   |2022-01-20|20               |Thursday |5               |3   |1        |January  |2022-01-01   |1      |2022|20          |0           |Thu 20th Jan 2022|Thursday 20th January 2022   |1642662000|0        |NULL                       |
|386   |2022-01-21|21               |Friday   |6               |3   |1        |January  |2022-01-01   |1      |2022|21          |0           |Fri 21st Jan 2022|Friday 21st January 2022     |1642748400|0        |NULL                       |
|387   |2022-01-22|22               |Saturday |7               |3   |1        |January  |2022-01-01   |1      |2022|22          |0           |Sat 22nd Jan 2022|Saturday 22nd January 2022   |1642834800|0        |NULL                       |
|388   |2022-01-23|23               |Sunday   |1               |4   |1        |January  |2022-01-01   |1      |2022|23          |0           |Sun 23rd Jan 2022|Sunday 23rd January 2022     |1642921200|0        |NULL                       |
|389   |2022-01-24|24               |Monday   |2               |4   |1        |January  |2022-01-01   |1      |2022|24          |0           |Mon 24th Jan 2022|Monday 24th January 2022     |1643007600|0        |NULL                       |
|390   |2022-01-25|25               |Tuesday  |3               |4   |1        |January  |2022-01-01   |1      |2022|25          |0           |Tue 25th Jan 2022|Tuesday 25th January 2022    |1643094000|0        |NULL                       |
|391   |2022-01-26|26               |Wednesday|4               |4   |1        |January  |2022-01-01   |1      |2022|26          |0           |Wed 26th Jan 2022|Wednesday 26th January 2022  |1643180400|0        |NULL                       |
|392   |2022-01-27|27               |Thursday |5               |4   |1        |January  |2022-01-01   |1      |2022|27          |0           |Thu 27th Jan 2022|Thursday 27th January 2022   |1643266800|0        |NULL                       |
|393   |2022-01-28|28               |Friday   |6               |4   |1        |January  |2022-01-01   |1      |2022|28          |0           |Fri 28th Jan 2022|Friday 28th January 2022     |1643353200|0        |NULL                       |
|394   |2022-01-29|29               |Saturday |7               |4   |1        |January  |2022-01-01   |1      |2022|29          |0           |Sat 29th Jan 2022|Saturday 29th January 2022   |1643439600|0        |NULL                       |
|395   |2022-01-30|30               |Sunday   |1               |5   |1        |January  |2022-01-01   |1      |2022|30          |0           |Sun 30th Jan 2022|Sunday 30th January 2022     |1643526000|0        |NULL                       |
|396   |2022-01-31|31               |Monday   |2               |5   |1        |January  |2022-01-01   |1      |2022|31          |0           |Mon 31st Jan 2022|Monday 31st January 2022     |1643612400|0        |NULL                       |
|397   |2022-02-01|1                |Tuesday  |3               |5   |2        |February |2022-02-01   |1      |2022|32          |0           |Tue 1st Feb 2022 |Tuesday 1st February 2022    |1643698800|0        |NULL                       |
|398   |2022-02-02|2                |Wednesday|4               |5   |2        |February |2022-02-01   |1      |2022|33          |0           |Wed 2nd Feb 2022 |Wednesday 2nd February 2022  |1643785200|0        |NULL                       |
|399   |2022-02-03|3                |Thursday |5               |5   |2        |February |2022-02-01   |1      |2022|34          |0           |Thu 3rd Feb 2022 |Thursday 3rd February 2022   |1643871600|0        |NULL                       |
|400   |2022-02-04|4                |Friday   |6               |5   |2        |February |2022-02-01   |1      |2022|35          |0           |Fri 4th Feb 2022 |Friday 4th February 2022     |1643958000|0        |NULL                       |
|401   |2022-02-05|5                |Saturday |7               |5   |2        |February |2022-02-01   |1      |2022|36          |0           |Sat 5th Feb 2022 |Saturday 5th February 2022   |1644044400|0        |NULL                       |
|402   |2022-02-06|6                |Sunday   |1               |6   |2        |February |2022-02-01   |1      |2022|37          |0           |Sun 6th Feb 2022 |Sunday 6th February 2022     |1644130800|0        |NULL                       |
|403   |2022-02-07|7                |Monday   |2               |6   |2        |February |2022-02-01   |1      |2022|38          |0           |Mon 7th Feb 2022 |Monday 7th February 2022     |1644217200|0        |NULL                       |
|404   |2022-02-08|8                |Tuesday  |3               |6   |2        |February |2022-02-01   |1      |2022|39          |0           |Tue 8th Feb 2022 |Tuesday 8th February 2022    |1644303600|0        |NULL                       |
|405   |2022-02-09|9                |Wednesday|4               |6   |2        |February |2022-02-01   |1      |2022|40          |0           |Wed 9th Feb 2022 |Wednesday 9th February 2022  |1644390000|0        |NULL                       |
|406   |2022-02-10|10               |Thursday |5               |6   |2        |February |2022-02-01   |1      |2022|41          |0           |Thu 10th Feb 2022|Thursday 10th February 2022  |1644476400|0        |NULL                       |
|407   |2022-02-11|11               |Friday   |6               |6   |2        |February |2022-02-01   |1      |2022|42          |0           |Fri 11th Feb 2022|Friday 11th February 2022    |1644562800|0        |NULL                       |
|408   |2022-02-12|12               |Saturday |7               |6   |2        |February |2022-02-01   |1      |2022|43          |0           |Sat 12th Feb 2022|Saturday 12th February 2022  |1644649200|0        |NULL                       |
|409   |2022-02-13|13               |Sunday   |1               |7   |2        |February |2022-02-01   |1      |2022|44          |0           |Sun 13th Feb 2022|Sunday 13th February 2022    |1644735600|0        |NULL                       |
|410   |2022-02-14|14               |Monday   |2               |7   |2        |February |2022-02-01   |1      |2022|45          |0           |Mon 14th Feb 2022|Monday 14th February 2022    |1644822000|0        |NULL                       |
|411   |2022-02-15|15               |Tuesday  |3               |7   |2        |February |2022-02-01   |1      |2022|46          |0           |Tue 15th Feb 2022|Tuesday 15th February 2022   |1644908400|0        |NULL                       |
|412   |2022-02-16|16               |Wednesday|4               |7   |2        |February |2022-02-01   |1      |2022|47          |0           |Wed 16th Feb 2022|Wednesday 16th February 2022 |1644994800|0        |NULL                       |
|413   |2022-02-17|17               |Thursday |5               |7   |2        |February |2022-02-01   |1      |2022|48          |0           |Thu 17th Feb 2022|Thursday 17th February 2022  |1645081200|0        |NULL                       |
|414   |2022-02-18|18               |Friday   |6               |7   |2        |February |2022-02-01   |1      |2022|49          |0           |Fri 18th Feb 2022|Friday 18th February 2022    |1645167600|0        |NULL                       |
|415   |2022-02-19|19               |Saturday |7               |7   |2        |February |2022-02-01   |1      |2022|50          |0           |Sat 19th Feb 2022|Saturday 19th February 2022  |1645254000|0        |NULL                       |
|416   |2022-02-20|20               |Sunday   |1               |8   |2        |February |2022-02-01   |1      |2022|51          |0           |Sun 20th Feb 2022|Sunday 20th February 2022    |1645340400|0        |NULL                       |
|417   |2022-02-21|21               |Monday   |2               |8   |2        |February |2022-02-01   |1      |2022|52          |0           |Mon 21st Feb 2022|Monday 21st February 2022    |1645426800|0        |NULL                       |
|418   |2022-02-22|22               |Tuesday  |3               |8   |2        |February |2022-02-01   |1      |2022|53          |0           |Tue 22nd Feb 2022|Tuesday 22nd February 2022   |1645513200|0        |NULL                       |
|419   |2022-02-23|23               |Wednesday|4               |8   |2        |February |2022-02-01   |1      |2022|54          |0           |Wed 23rd Feb 2022|Wednesday 23rd February 2022 |1645599600|0        |NULL                       |
|420   |2022-02-24|24               |Thursday |5               |8   |2        |February |2022-02-01   |1      |2022|55          |0           |Thu 24th Feb 2022|Thursday 24th February 2022  |1645686000|0        |NULL                       |
|421   |2022-02-25|25               |Friday   |6               |8   |2        |February |2022-02-01   |1      |2022|56          |0           |Fri 25th Feb 2022|Friday 25th February 2022    |1645772400|0        |NULL                       |
|422   |2022-02-26|26               |Saturday |7               |8   |2        |February |2022-02-01   |1      |2022|57          |0           |Sat 26th Feb 2022|Saturday 26th February 2022  |1645858800|0        |NULL                       |
|423   |2022-02-27|27               |Sunday   |1               |9   |2        |February |2022-02-01   |1      |2022|58          |0           |Sun 27th Feb 2022|Sunday 27th February 2022    |1645945200|0        |NULL                       |
|424   |2022-02-28|28               |Monday   |2               |9   |2        |February |2022-02-01   |1      |2022|59          |0           |Mon 28th Feb 2022|Monday 28th February 2022    |1646031600|0        |NULL                       |
|425   |2022-03-01|1                |Tuesday  |3               |9   |3        |March    |2022-03-01   |1      |2022|60          |0           |Tue 1st Mar 2022 |Tuesday 1st March 2022       |1646118000|1        |Mardi Gras                 |
|426   |2022-03-02|2                |Wednesday|4               |9   |3        |March    |2022-03-01   |1      |2022|61          |0           |Wed 2nd Mar 2022 |Wednesday 2nd March 2022     |1646204400|0        |NULL                       |
|427   |2022-03-03|3                |Thursday |5               |9   |3        |March    |2022-03-01   |1      |2022|62          |0           |Thu 3rd Mar 2022 |Thursday 3rd March 2022      |1646290800|0        |NULL                       |
|428   |2022-03-04|4                |Friday   |6               |9   |3        |March    |2022-03-01   |1      |2022|63          |0           |Fri 4th Mar 2022 |Friday 4th March 2022        |1646377200|0        |NULL                       |
|429   |2022-03-05|5                |Saturday |7               |9   |3        |March    |2022-03-01   |1      |2022|64          |0           |Sat 5th Mar 2022 |Saturday 5th March 2022      |1646463600|0        |NULL                       |
|430   |2022-03-06|6                |Sunday   |1               |10  |3        |March    |2022-03-01   |1      |2022|65          |0           |Sun 6th Mar 2022 |Sunday 6th March 2022        |1646550000|0        |NULL                       |
|431   |2022-03-07|7                |Monday   |2               |10  |3        |March    |2022-03-01   |1      |2022|66          |0           |Mon 7th Mar 2022 |Monday 7th March 2022        |1646636400|0        |NULL                       |
|432   |2022-03-08|8                |Tuesday  |3               |10  |3        |March    |2022-03-01   |1      |2022|67          |0           |Tue 8th Mar 2022 |Tuesday 8th March 2022       |1646722800|0        |NULL                       |
|433   |2022-03-09|9                |Wednesday|4               |10  |3        |March    |2022-03-01   |1      |2022|68          |0           |Wed 9th Mar 2022 |Wednesday 9th March 2022     |1646809200|0        |NULL                       |
